Cycle,Time,Num Bikes,Wandering Speed,Max Wait,Evaporation,Exploitation,Low pheromone,Switch probability,Read update,Agent,Trip Served,Wait Time (min),Departure Time,Arrival Time,Duration (min),Home [lat],Home [lon],Work [lat],Work [lon],Distance (m)
10830,06:01:00,100,people0,true,1.2,05:44:14,06:01:00,16.766666666666666,-71.079357,42.37191954999988,-71.09580711302365,42.356682935493424,2168.0699064424603
10928,06:04:16,100,people1,true,0.7,05:51:44,06:04:16,12.533333333333333,-71.08248724341442,42.367712771873535,-71.09201715434888,42.359683245850945,1188.1658837165487
11768,06:32:16,100,people2,true,2.5,06:25:32,06:32:16,6.733333333333333,-71.08765373296384,42.36325299055121,-71.09044937799496,42.35955835402902,470.59133198497705
12164,06:45:28,100,people3,true,3.0,06:38:02,06:45:28,7.433333333333334,-71.08779437761635,42.361780420188815,-71.07915297497333,42.364894635673096,791.4359833126355
12232,06:47:44,100,people4,true,1.0333333333333334,06:39:04,06:47:44,8.666666666666666,-71.07948630588596,42.37195564164325,-71.09163955822673,42.36840520546058,1075.9026649093132
12424,06:54:08,100,people5,true,2.6333333333333333,06:43:40,06:54:08,10.466666666666667,-71.08436248534626,42.37003688521761,-71.09415182682922,42.360770890818294,1307.5042780517094
12658,07:01:56,100,people6,true,0.5666666666666667,06:57:36,07:01:56,4.333333333333333,-71.08295714653597,42.3640636966686,-71.08876883777837,42.36494748924861,488.69199182587477
12911,07:10:22,100,people7,true,2.533333333333333,07:00:34,07:10:22,9.8,-71.0878597,42.37321754999988,-71.08583953175258,42.36188828648804,1269.37401928533
12994,07:13:08,100,people8,true,0.9,06:59:56,07:13:08,13.2,-71.08285170461667,42.363515833762364,-71.09086412087383,42.36000028330731,766.9035638800619
13105,07:16:50,100,people9,true,1.1333333333333333,07:08:10,07:16:50,8.666666666666666,-71.08862905788001,42.37309396709269,-71.08926098560949,42.362303617588985,1199.6889680692868
13180,07:19:20,100,people10,true,1.2,07:13:14,07:19:20,6.1,-71.08623358270239,42.362704484535335,-71.08042852545557,42.3636698246048,490.06831254765774
13288,07:22:56,100,people12,true,1.1666666666666667,07:15:12,07:22:56,7.733333333333333,-71.08437961806563,42.3705686657144,-71.08839542612327,42.363477557268574,854.297376157167
13351,07:25:02,100,people13,true,2.8666666666666667,07:18:54,07:25:02,6.133333333333334,-71.08550815795559,42.3619217769475,-71.09350316175123,42.36746474968954,901.5563684626259
13429,07:27:38,100,people11,true,0.4666666666666667,07:14:30,07:27:38,13.133333333333333,-71.09508724967903,42.35692036644813,-71.08279860092813,42.36802902277849,1596.0209539597959
13627,07:34:14,100,people14,true,0.5333333333333333,07:28:34,07:34:14,5.666666666666667,-71.08367517677038,42.36834552149479,-71.08703295492134,42.364991215229125,464.0243044727958
14019,07:47:18,100,people15,true,1.3333333333333333,07:39:22,07:47:18,7.933333333333334,-71.09580711302365,42.356682935493424,-71.0847225450677,42.36206325434287,1091.3311523029756
14112,07:50:24,100,people16,true,2.933333333333333,07:41:58,07:50:24,8.433333333333334,-71.0847225450677,42.36206325434287,-71.09580711302365,42.356682935493424,1091.3311523029756
14137,07:51:14,100,people17,true,0.7666666666666667,07:45:48,07:51:14,5.433333333333334,-71.08088379744945,42.36514464520193,-71.08839542612327,42.363477557268574,645.8765737223323
14167,07:52:14,100,people19,true,0.7,07:47:44,07:52:14,4.5,-71.0858975462233,42.36456688429533,-71.07915297497333,42.364894635673096,556.7646125326216
14228,07:54:16,100,people18,true,1.1666666666666667,07:47:12,07:54:16,7.066666666666666,-71.09352709793748,42.36011991473882,-71.08321661837479,42.36143689243613,861.86739864418
14383,07:59:26,100,people20,true,0.4,07:51:26,07:59:26,8.0,-71.0919460175562,42.368667109825736,-71.08197325000106,42.363453174683386,1005.1022606126969
14420,08:00:40,100,people21,true,0.8666666666666667,07:56:54,08:00:40,3.7666666666666666,-71.08108718343368,42.36799091272503,-71.08374094113844,42.36496042194514,401.36553934050346
14585,08:06:10,100,people22,true,2.7333333333333334,08:00:46,08:06:10,5.4,-71.08749692110744,42.361754625813404,-71.09068904804934,42.36703950507917,643.2287463629496
14643,08:08:06,100,people25,true,0.6666666666666666,08:03:42,08:08:06,4.4,-71.07862801909349,42.369879630801115,-71.08123250016307,42.364733346337296,610.564150573537
14647,08:08:14,100,people24,true,0.8666666666666667,08:01:54,08:08:14,6.333333333333333,-71.08513341325761,42.36435134164983,-71.08733725681205,42.36046471848008,468.3324293743121
14731,08:11:02,100,people23,true,3.0,08:02:02,08:11:02,9.0,-71.08583953175258,42.36188828648804,-71.0794217537133,42.36804826369899,864.6648099906877
14856,08:15:12,100,people26,true,1.3666666666666667,08:08:24,08:15:12,6.8,-71.09298948695564,42.36473294375453,-71.08353676665315,42.36120872579797,871.5351783503712
14894,08:16:28,100,people27,true,1.2,08:10:14,08:16:28,6.233333333333333,-71.0866772485781,42.36321684315299,-71.07926623389596,42.36430442924098,622.3177752989008
15081,08:22:42,100,people28,true,1.5333333333333334,08:13:34,08:22:42,9.133333333333333,-71.08513988594845,42.369457039740325,-71.09449746741272,42.361091997411805,1207.2656140903002
15096,08:23:12,100,people31,true,1.0333333333333334,08:18:04,08:23:12,5.133333333333334,-71.0934081016148,42.36828698170698,-71.08765373296384,42.36325299055121,733.0314871098196
15102,08:23:24,100,people29,true,0.6666666666666666,08:14:42,08:23:24,8.7,-71.09291773693248,42.35871044518971,-71.08987465126934,42.36646575041474,897.1672943916494
