id,amenity,name,lat,lon
1559532734,fuel,Freshpond Gas,42.3864783,-71.1406293
356119414,fuel,Mobil,42.4009625,-71.13551700000001
9307559577,fuel,Speedway,42.3912332,-71.12236850000001
945798666,fuel,Cumberland Farms,42.38585379999999,-71.11393559999999
945798665,fuel,Gulf,42.385834,-71.1138042
9806690295,fuel,,42.3692002,-71.1104238
1708499129,fuel,Shell,42.372955100000006,-71.0935352
