placekey,location_name,latitude,longitude,street_address,city,region,postal_code,iso_country_code,top_category
22f-222@62j-sjs-99f,The Village Kitchen,42.381406,-71.138497,359 Huron Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
236-222@62j-sj2-hnq,Barismo,42.370467,-71.104428,364 Broadway,Cambridge,MA,2139,US,Restaurants and Other Eating Places
25h-222@62j-sk3-249,Starbucks,42.38192,-71.119949,1662 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
226-222@62j-sjs-vpv,Yummy Thai,42.394486,-71.126632,2261 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
228-222@62j-sjv-fzz,Alive & Kicking Lobsters,42.362536,-71.113988,269 Putnam Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-225@62j-sjv-bc5,Subway,42.372502000000004,-71.119558,Corner of Mt. Auburn & Jfk St. Level 1 Unit 2 09 T,Cambridge,MA,2138,US,Restaurants and Other Eating Places
222-224@62j-sk2-v9f,Caffè Nero,42.388049,-71.119664,1868 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
22s-222@62j-sjt-3qz,Gran Gusto,42.38851,-71.13216899999999,90 Sherman St,Cambridge,MA,2140,US,Restaurants and Other Eating Places
zzw-223@62j-sj3-4d9,Sebastians,42.363039,-71.088413,415 Main St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
zzy-224@62j-sj2-qj9,Beantown Taqueria,42.364764,-71.108767,148 Western Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
222-222@62j-sjt-yvz,Head of the Charles,42.372262,-71.133935,2 Gerrys Landing Rd,Cambridge,MA,2138,US,Restaurants and Other Eating Places
226-226@62j-sjv-99f,Spyce,42.373169,-71.121421,1 Brattle Sq,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22m-222@62j-sjv-9mk,Cardullo's Gourmet Shoppe,42.373605,-71.11969599999999,6 Brattle St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
243-224@62j-sjt-kxq,Pronto,42.372287,-71.122901,1 Bennett St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
24d-222@62j-sj2-s5z,Middle East Restaurant and Nightclub,42.363664,-71.101451,472 Massachusetts Ave # 480,Cambridge,MA,2139,US,Restaurants and Other Eating Places
222-225@62j-sjv-brk,Churn2 Superior Ice Cream,42.376216,-71.116373,1 Oxford St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
25d-222@62j-sj2-p35,5 Spices House Cambridge,42.364343,-71.102333,546 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-224@62j-sj2-s5z,Mary Chung Restaurant,42.363572,-71.101336,460 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23s-223@62j-sjv-8n5,Oberon,42.370907,-71.114488,2 Arrow St,Cambridge,MA,2138,US,Drinking Places (Alcoholic Beverages)
24j-223@62j-sj2-vs5,9Zaab,42.371947999999996,-71.085774,569 Cambridge St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
25h-222@62j-sk2-p7q,Broadsheet Coffee Roasters,42.377946,-71.107261,100 Kirkland St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-223@62j-sj3-2tv,Commonwealth Restaurant and Market,42.363323,-71.08247,11 Broad Canal Way,Cambridge,MA,2142,US,Restaurants and Other Eating Places
zzw-224@62j-sjv-835,Poke Works,42.374306,-71.119126,1440 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-22b@62j-shx-k9f,Charley's,42.368182,-71.076192,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
234-222@62j-sjv-b6k,JP Licks,42.37281,-71.11756,1312 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-222@62j-sjs-yqf,House of Chang,42.383521,-71.133739,282 Concord Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
227-222@62j-sk2-vs5,Christopher's,42.38906,-71.120038,1920 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
23y-223@62j-sj3-9fz,Haveli Restaurant,42.373288,-71.098427,1248 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzy-223@62j-shx-k9f,Gong Cha,42.368489000000004,-71.07615799999999,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
22b-224@62j-sk2-zvf,Kaveri Indian Bistro,42.382437,-71.119952,1680 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23n-223@62j-sjs-yqf,T W Food,42.383761,-71.13445300000001,377 Walden St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
24c-222@62j-sjv-fvf,Riverside Pizza & Seafoods,42.362479,-71.11332900000001,305 River St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23d-222@62j-sjv-cdv,Harvard Faculty Club,42.37324,-71.114262,20 Quincy St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23v-222@62j-sjv-bc5,El Jefes Taqueria,42.372528,-71.119724,83 Mount Auburn St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-222@62j-shx-gx5,Cafe Beatrice,42.371938,-71.075402,100 N First St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
zzw-224@62j-sjv-8n5,Zinneken's,42.371169,-71.11453900000001,1154 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzy-222@62j-sjr-zcq,Freepoint Kitchen and Bar,42.388596,-71.142195,221 Alewife Brook Pkwy,Cambridge,MA,2138,US,Drinking Places (Alcoholic Beverages)
232-222@62j-sj2-c3q,Roxy's Grilled Cheese,42.361999,-71.09847099999999,292 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23k-222@62j-sgg-j7q,Village Grill & Seafood,42.359894,-71.109963,114 Magazine St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
228-223@62j-sj2-fcq,Newtowne Variety,42.363766999999996,-71.096816,93 Windsor St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22w-222@62j-sk2-vs5,Wok N' Roll,42.388828000000004,-71.119997,1908 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
238-222@62j-sjv-9zz,Night Market,42.372165,-71.120181,75 Winthrop St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
24s-222@62j-sj3-85f,M'Lor Caffe,42.373178,-71.095437,1093 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-223@62j-sj3-5vf,Gracenote Coffee & Wine,42.366116999999996,-71.07781999999999,150 1st St,Cambridge,MA,2142,US,Drinking Places (Alcoholic Beverages)
222-222@62j-sjs-54v,Dunkin',42.390058,-71.14299100000001,201 Alewife Brook Pkwy,Cambridge,MA,2138,US,Restaurants and Other Eating Places
222-223@62j-sj2-dqf,Forbes Family Cafe,42.361649,-71.09047,32 Vassar St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-226@62j-shx-k9f,Fava Bean Mediterranean,42.368641,-71.076369,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
23f-222@62j-sjv-9mk,Otto,42.374106,-71.119212,1432 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23x-222@62j-sjv-9zz,Pinocchios Pizza & Subs,42.371963,-71.120281,74 Winthrop St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
222-222@62j-sj4-vcq,Melting Sun,42.360213,-71.085994,100 Memorial Dr,Cambridge,MA,2142,US,Restaurants and Other Eating Places
226-223@62j-sjv-bp9,Al's Harvard Square Cafe,42.373074,-71.118308,1350 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22c-222@62j-sjv-9zz,Dunkin',42.371739,-71.121116,65 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22d-222@62j-sjt-kxq,Flour Bakery Cafe,42.373053000000006,-71.122393,114 Mount Auburn St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-222@62j-sjt-649,SANTE Mobile Farmhouse Cafe,42.395428,-71.149438,200 Cambridgepark Dr,Cambridge,MA,2140,US,Restaurants and Other Eating Places
222-224@62j-sj3-47q,Champions,42.362790000000004,-71.085498,50 Broadway,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22n-222@62j-sjs-zpv,Armando's Pizza & Subs,42.382382,-71.131433,163 Huron Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
27v-222@62j-sk3-649,The Upper Crust Pizzeria,42.385859,-71.11961099999999,1782 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
zzw-222@62j-sj2-xbk,Petsi Pies,42.371691,-71.086302,594 Cambridge St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
zzw-222@62j-sjv-cnq,Chowhaus Graduate School Of Design,42.375586,-71.113753,48 Quincy St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22d-222@62j-sjv-9zz,Veggie Grill,42.372068,-71.120871,57 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22s-22f@62j-sjv-bc5,Le's Restaurant,42.372504,-71.119377,36 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22t-222@62j-sj2-t35,Asmara,42.366479999999996,-71.105064,739 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23b-222@62j-sj2-rzf,New City Microcreamery,42.363667,-71.09998399999999,403 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
226-222@62j-sjv-q75,Forage,42.379088,-71.127093,5 Craigie Cir,Cambridge,MA,2138,US,Drinking Places (Alcoholic Beverages)
zzw-22f@62j-shx-k9f,Dough Life,42.368286,-71.076357,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
223-223@62j-sjv-bc5,sweetgreen,42.372907,-71.120106,39 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
227-222@62j-sjv-99f,Harvest,42.37372,-71.12182299999999,44 Brattle St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
227-223@62j-sj2-7dv,Vincent's,42.367672999999996,-71.091185,233 Cardinal Medeiros Ave,Cambridge,MA,2141,US,Drinking Places (Alcoholic Beverages)
22f-222@62j-sj2-sdv,Craigie On Main,42.363521999999996,-71.09864,853 Main St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
248-223@62j-sjv-b6k,OggiGourmet,42.372440999999995,-71.118977,30 Dunster St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-222@62j-sgg-fs5,Starbucks,42.357996,-71.114939,750 Memorial Dr,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-222@62j-sjs-575,Chipotle Mexican Grill,42.389265,-71.14344,227 Alewife Brook Pkwy Spc B5,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-22b@62j-sj2-54v,Mamaleh's Delicatessen,42.368071,-71.093378,15 Hampshire St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-22d@62j-sj2-p35,The Field,42.365837,-71.103528,20 Prospect St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
223-222@62j-sjv-9xq,Winthrop Grille,42.370282,-71.11851899999999,32 Mill St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
225-222@62j-sj2-t35,ABC Pizza House,42.366069,-71.105366,744 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
227-222@62j-sj2-rzf,Boston Chefs,42.363594,-71.098974,875 Main St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22q-222@62j-sk3-249,Wrapro Falafel & Grill,42.382065999999995,-71.119991,1670 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23n-222@62j-sjv-jgk,Pizza Ring,42.364618,-71.110605,212 Western Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
25v-223@62j-sj2-8gk,The Rising,42.373055,-71.09697299999999,1172 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-222@62j-sj2-7dv,Tommy Doyles Irish Pub & Restaurant,42.367378,-71.090118,1 Kendall Sq Ste 100,Cambridge,MA,2139,US,Restaurants and Other Eating Places
222-224@62j-sj3-4d9,Clover Food Lab,42.362854,-71.087715,5 Cambridge Ctr,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22x-222@62j-sk3-2c5,Poke City,42.383958,-71.119827,1722 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
28p-223@62j-sj2-p7q,Subway,42.365019000000004,-71.104427,4 Central Square Star Variety C Store,Cambridge,MA,2139,US,Restaurants and Other Eating Places
222-222@62j-sgg-kfz,Dunkin',42.360865999999994,-71.115436,808 Memorial Dr,Cambridge,MA,2139,US,Restaurants and Other Eating Places
223-223@62j-sj2-s3q,The Asgard,42.362634,-71.099471,350 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22c-222@62j-sk2-zvf,Mix It Restaurant Sushi Bar,42.382397999999995,-71.119984,1678 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
235-222@62j-sjz-jqf,Dunkin',42.398697,-71.132186,2480 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
23q-222@62j-sj2-s5z,Brookline Lunch,42.363808,-71.101801,9 Brookline St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23r-223@62j-sjs-99f,Full Moon,42.3811,-71.138071,344 Huron Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
223-222@62j-sj3-4d9,Legal Sea Foods,42.362829999999995,-71.087282,355 Main St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22w-223@62j-sjv-9zz,Aiyara Thai Cuisine,42.372103,-71.121411,16 Eliot St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
233-222@62j-sjs-v75,Joe Sent Me,42.396805,-71.129918,2388 Massachusetts Ave,Cambridge,MA,2140,US,Drinking Places (Alcoholic Beverages)
243-222@62j-sjv-bc5,Russell House Tavern,42.373092,-71.119396,14 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23f-224@62j-sjv-b6k,Clover Food Lab,42.372895,-71.117919,1326 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23q-222@62j-sj3-9fz,Bukowski Tavern,42.373641,-71.098753,1281 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzy-222@62j-sj4-v9f,Sate Grill on Wheels,42.361317,-71.085981,70 Carleton St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
228-223@62j-sj2-x89,Cafe Dilara,42.372141,-71.08711600000001,645 Cambridge St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
233-222@62j-sj2-qcq,Rajdhani Express India Food & Spices,42.364127,-71.107514,80 River St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
27g-223@62j-sj2-jqf,Dumpling House,42.368689,-71.10992399999999,950 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-223@62j-sk2-vs5,Dunkin',42.389362,-71.119548,1 White St,Cambridge,MA,2140,US,Restaurants and Other Eating Places
223-223@62j-sj2-d5f,Mexicali Burrito Co,42.363079,-71.092691,500 Technology Sq,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-222@62j-shx-td9,Art Bar,42.367183000000004,-71.074439,40 Edwin H Land Blvd,Cambridge,MA,2142,US,Restaurants and Other Eating Places
228-222@62j-sj2-s5z,Phoenix Landing,42.364027,-71.101967,512 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzy-222@62j-sj3-49z,Starbucks,42.363855,-71.08782,120 Broadway 6 Cambridge Center,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22c-222@62j-sjv-hqz,Darwin's,42.368959999999994,-71.113676,31 Putnam Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22t-226@62j-sjy-7yv,Starbucks,42.375451,-71.149096,699 Mount Auburn St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23v-222@62j-sk2-v2k,Newtowne Grille,42.389719,-71.120012,1945 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
265-222@62j-sj2-89z,Momi Nonmi,42.372991999999996,-71.096118,1128 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
265-223@62j-sgg-jvz,Dimitrios Cuisine,42.357364000000004,-71.107752,272 Brookline St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
2dz-222@62j-sj3-2zf,B.GOOD,42.364305,-71.08403299999999,301 3rd St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
zzw-222@62j-sj3-89z,Tupelo,42.373451,-71.097174,1193 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-223@62j-sj2-s5z,La Fabrica Central,42.363580999999996,-71.101086,450 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22p-222@62j-sj2-sdv,Bertucci's,42.363447,-71.097363,799 Main St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23n-222@62j-sjs-yqf,Talulla,42.383696,-71.134529,377 Walden St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
24z-223@62j-sk3-649,Pho House,42.385965999999996,-71.119632,1790 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
228-223@62j-sj2-rzf,The Dial at 907 Main,42.363608,-71.099492,907 Main St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23f-223@62j-sj2-s5z,Clover Food Lab,42.363921000000005,-71.101676,496 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-223@62j-sj2-s3q,Miracle of Science Bar Grill,42.362611,-71.098646,321 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22d-222@62j-sjy-94v,Noodle Stix,42.374947,-71.15063,11 Belmont St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23k-224@62j-sk2-tsq,McCabe's Bar and Grille,42.390956,-71.122877,2046 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
zzw-222@62j-sjv-9vf,Orinoco,42.371807000000004,-71.12020600000001,56 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-22m@62j-shx-tjv,Pretzel Time,42.367825,-71.07629399999999,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
zzw-22x@62j-shx-k9f,The Cheesecake Factory,42.368173,-71.076195,100 Cambridgeside Pl,Cambridge,MA,2141,US,Restaurants and Other Eating Places
22b-222@62j-sk2-zvf,Nirvana The Taste of India,42.382457,-71.119966,1680 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22b-223@62j-sj3-5vf,The Similans,42.366363,-71.07819,145 1st St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22r-222@62j-sj2-t35,Mass Chicken,42.366040000000005,-71.10528000000001,736 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-222@62j-sgg-6zf,Flour Bakery Cafe,42.357745,-71.10427299999999,40 Erie St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-227@62j-sj2-s5z,Veggie Galaxy,42.363651000000004,-71.10114200000001,450 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
226-223@62j-sj3-3nq,Flat Top Johnny's,42.36589,-71.091095,1 Kendall Sq,Cambridge,MA,2139,US,Restaurants and Other Eating Places
226-226@62j-sjv-bp9,Whole Heart Provisions,42.372695,-71.118836,1350 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23p-222@62j-sj3-89z,Faialense Sport Club,42.373312,-71.095791,1121 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
25v-222@62j-sj2-8gk,Hit Wicket,42.373067999999996,-71.09701,1172 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
228-224@62j-sj2-x89,Silk Road Uyghur Cuisine,42.372122,-71.087128,645 Cambridge St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
229-222@62j-sj2-s5z,Viale,42.363966,-71.10188000000001,502 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
226-22h@62j-sk2-vcq,Donya by Izakaya Ittoku,42.387192999999996,-71.118544,1815 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
29t-222@62j-sk3-649,Violette Gluten Free Bakery,42.385981,-71.119623,1786 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
zzw-229@62j-sjv-9mk,Lizzy's Ice Cream,42.374531,-71.12011899999999,29 Church St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22d-223@62j-sjv-9zz,Shilla Korean & Japanese Restaurant,42.372073,-71.120827,57 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
234-222@62j-sj2-rc5,Carberry's Bakery & Coffee House,42.366781,-71.102404,74 Prospect St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
238-222@62j-sjv-8qf,Mr Bartley's Gourmet Burgers,42.372417,-71.11612,1246 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
243-222@62j-sj2-s5z,ZuZu,42.36379,-71.101359,474 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
229-222@62j-sj3-4d9,CAVA,42.363101,-71.08785400000001,82 Ames St,Cambridge,MA,2142,US,Restaurants and Other Eating Places
22g-222@62j-sjr-zcq,Ma Magoo's Pizza & Sub Shop,42.388006,-71.142394,6 Concord Ln,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22j-222@62j-sj2-c3q,Middlesex Lounge,42.362555,-71.098461,315 Massachusetts Ave,Cambridge,MA,2139,US,Drinking Places (Alcoholic Beverages)
25n-222@62j-sjs-v75,Umami,42.39665,-71.1297,2372 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
zzw-223@62j-sjv-85f,Pavement Coffeehouse,42.373076,-71.11872199999999,1350 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
222-222@62j-shx-k75,Haute Coffee,42.36971,-71.07701,1 Canal Park,Cambridge,MA,2141,US,Restaurants and Other Eating Places
23c-222@62j-sk2-vfz,Zoe Acai Bar & Juicery,42.388253999999996,-71.119623,1876 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
25v-224@62j-sjv-b6k,The Wrap,42.37314,-71.123368,71 Mount Auburn St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
222-224@62j-sjs-54v,Bon Me Fresh Pond,42.39011,-71.142866,201 Alewife Brook Pkwy,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-225@62j-sjv-8y9,Cilantro,42.370878999999995,-71.113552,1105 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzy-222@62j-sjv-9zz,Shake Shack,42.372205,-71.121041,92 Winthrop St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
226-228@62j-sk2-vcq,Cafe Mami,42.387262,-71.118638,1815 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
22b-222@62j-sj2-89z,Midwest Grill Brazilian BBQ,42.372932,-71.095978,1124 Cambridge St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22b-222@62j-sk2-y5f,Cafe Zing,42.389606,-71.11897900000001,25 White St,Cambridge,MA,2140,US,Restaurants and Other Eating Places
22h-222@62j-sj2-fmk,Sulmona,42.362782,-71.09388,608 Main St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
23d-222@62j-sj2-rrk,Tite's Tropical Mart,42.366474,-71.100663,89 Norfolk St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
245-223@62j-sjv-c5z,Starbucks,42.373862,-71.112971,468 Broadway,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzy-222@62j-sj2-vmk,Dumpling Xuan,42.37175,-71.084037,465 Cambridge St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
zzy-222@62j-sjt-4y9,Dunkin',42.395742,-71.141396,5 Cambridgepark Dr Mbta,Cambridge,MA,2140,US,Restaurants and Other Eating Places
227-224@62j-sjv-b6k,The Smoke Shop Harvard Square,42.372484,-71.117852,8 Holyoke St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22g-222@62j-sj3-9mk,Punjabi Dhaba,42.373889,-71.100811,225 Hampshire St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
22h-222@62j-sjv-9zz,Boston Tea Stop,42.37185,-71.120517,54 JFK St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
23p-222@62j-sj2-t35,Shanghai Fresh,42.366465000000005,-71.104916,735 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-222@62j-sjs-54v,Taqueria,42.39008,-71.14290799999999,200 Alewife Brook Pkwy,Cambridge,MA,2138,US,Restaurants and Other Eating Places
226-22d@62j-sk2-vcq,Yume Ga Arukara,42.387293,-71.118475,1815 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
24k-223@62j-sj2-qj9,Beantown Taqueria Cafe,42.364783,-71.108787,150 Western Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
27h-222@62j-sj2-qcq,Cambridge Deli & Grill,42.364093,-71.10769300000001,90 River St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
zzw-224@62j-sjv-8y9,Boston Burger Company,42.370905,-71.11358,1105 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-22c@62j-sj2-54v,The Bar By the Elevator,42.366084,-71.090843,17 Hampshire St,Cambridge,MA,2139,US,Drinking Places (Alcoholic Beverages)
222-224@62j-sjv-brk,Greenhouse Cafe,42.376383000000004,-71.116635,1 Oxford St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
226-223@62j-sjv-9mk,SOURCE Restaurant,42.374514000000005,-71.12001500000001,27 Church St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
22c-222@62j-sjv-9mk,Liquiteria,42.374301,-71.119091,1440 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
zzw-223@62j-sjv-9zz,Gyu-Kaku,42.372084,-71.121414,16 18 Eliot St 2nd Floor,Cambridge,MA,2138,US,Restaurants and Other Eating Places
2by-222@62j-shx-kcq,Finagle A Bagel,42.37042,-71.077232,11 1st St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
zzw-227@62j-sj2-9cq,Sal's Mobile,42.359246999999996,-71.093127,77 Massachusetts Ave,Cambridge,MA,2139,US,Restaurants and Other Eating Places
222-222@62j-sk3-2c5,Changsho,42.383525,-71.119887,1712 Massachusetts Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
224-222@62j-sk3-2x5,Northwest Cafe,42.379987,-71.11534,52 Oxford St,Cambridge,MA,2138,US,Restaurants and Other Eating Places
237-222@62j-sjs-v75,Suvaai,42.396706,-71.12989499999999,2378 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
23h-222@62j-sjs-yqf,Concord Avenue Cafe,42.383702,-71.134112,294 Concord Ave,Cambridge,MA,2138,US,Restaurants and Other Eating Places
24j-224@62j-sjz-k4v,Season To Go,42.39835,-71.131022,2447 Massachusetts Ave,Cambridge,MA,2140,US,Restaurants and Other Eating Places
253-222@62j-shx-j7q,Olive Cafe,42.371827,-71.079453,43 Gore St,Cambridge,MA,2141,US,Restaurants and Other Eating Places
25j-223@62j-sj2-hkf,Taqueria,42.368123,-71.10239399999999,115 Prospect St,Cambridge,MA,2139,US,Restaurants and Other Eating Places
