activity_id,start_latitude,start_longitude,end_latitude,end_longitude,travel_purpose,start_time,end_time,duration_minutes,distance_miles,start_hour,same_place
1.1167227407434285e+19,42.361649,-71.09047,42.358940050414574,-71.10823351327,EAT,2022-08-30 07:09:01,2022-08-30 07:37:03,28,1.444990901581676,7,No
9.714301631568186e+17,42.37175,-71.084037,42.373197,-71.081699,EAT,2022-08-30 07:09:39,2022-08-30 07:11:01,1,0.5382654437321049,7,No
8.192067783579477e+18,42.371959999999994,-71.075408,42.371713,-71.07410300000001,EAT,2022-08-30 07:09:54,2022-08-30 07:09:54,0,0.0,7,No
8.714894360887397e+17,42.357745,-71.10427299999999,42.35793571809196,-71.10963105506094,EAT,2022-08-30 07:10:26,2022-08-30 07:13:01,2,0.133836336028374,7,No
9.40736779389085e+17,42.372440999999995,-71.118977,42.383751146426924,-71.13445477146851,EAT,2022-08-30 07:13:51,2022-08-30 07:18:21,4,2.171917382914175,7,No
6.799521049606993e+18,42.366646,-71.086437,42.3662424124032,-71.07850063191331,EAT,2022-08-30 07:13:51,2022-08-30 07:18:32,4,0.24281480246316706,7,No
4.225498240922607e+18,42.371959999999994,-71.075408,42.371938,-71.075402,EAT,2022-08-30 07:13:53,2022-08-30 07:16:36,2,0.14092542970407598,7,No
9.23001159732939e+18,42.360789000000004,-71.096565,42.362525,-71.099602,EAT,2022-08-30 07:14:09,2022-08-30 07:14:14,0,0.005124607040514001,7,No
7.073501710090096e+18,42.398697,-71.132186,42.395987,-71.128313,EAT,2022-08-30 07:15:32,2022-08-30 07:16:10,0,0.310903005940581,7,No
9.815330817618096e+18,42.365244,-71.08233299999999,42.362636241361024,-71.08273466757198,EAT,2022-08-30 07:16:00,2022-08-30 07:25:36,9,0.4977051599192261,7,No
2.489064534698392e+18,42.388049,-71.119664,42.38672201408628,-71.11989319338319,EAT,2022-08-30 07:16:20,2022-08-30 07:17:51,1,0.078754223595072,7,No
2.734622098511977e+18,42.365244,-71.08233299999999,42.368643,-71.09004,EAT,2022-08-30 07:16:31,2022-08-30 07:29:11,12,0.6565198104584631,7,No
9.83436191063981e+18,42.372027,-71.120423,42.371219,-71.117438,EAT,2022-08-30 07:16:45,2022-08-30 07:17:25,0,0.034867508948713995,7,No
1.6982635021395438e+19,42.371777,-71.120631,42.3698626303561,-71.09886335563658,EAT,2022-08-30 07:17:03,2022-08-30 07:49:35,32,1.6850268440435257,7,No
4.2254179632794944e+17,42.365028,-71.102423,42.377584000000006,-71.147683,EAT,2022-08-30 07:17:22,2022-08-30 07:23:36,6,3.0905331603772015,7,No
1.7780733508428863e+19,42.390043,-71.118227,42.38944898172185,-71.11968545215656,EAT,2022-08-30 07:17:50,2022-08-30 07:19:10,1,0.069225746830432,7,No
8.376662423578063e+18,42.359066,-71.09474399999999,42.35731286087468,-71.09384525746042,EAT,2022-08-30 07:18:26,2022-08-30 07:25:50,7,0.37825509858474105,7,No
1.7444316185840589e+19,42.365028,-71.102423,42.35731286087468,-71.09384525746042,EAT,2022-08-30 07:18:26,2022-08-30 07:21:33,3,1.016418969210098,7,No
1.659087912290302e+19,42.372484,-71.117852,42.37275,-71.11740999999999,EAT,2022-08-30 07:18:59,2022-08-30 07:19:12,0,0.011904571582251,7,No
1.332890242180262e+18,42.372440999999995,-71.118977,42.3788163,-71.12039240000001,EAT,2022-08-30 07:19:13,2022-08-30 07:22:22,3,1.058853321803433,7,No
1.2450167032194589e+19,42.362782,-71.09388,42.363653,-71.09684399999999,EAT,2022-08-30 07:19:21,2022-08-30 07:19:39,0,0.015720819146910002,7,No
7.274917249871414e+18,42.398697,-71.132186,42.398979516560395,-71.13398106132024,EAT,2022-08-30 07:19:52,2022-08-30 07:24:18,4,0.23000693401472105,7,No
1.2823294365003934e+19,42.367946999999994,-71.09784300000001,42.36815600177274,-71.09751380394391,EAT,2022-08-30 07:20:13,2022-08-30 07:20:22,0,0.008184280642154,7,No
1.6705077016632422e+19,42.369371,-71.077051,42.37017174533426,-71.08049061043991,EAT,2022-08-30 07:20:31,2022-08-30 07:21:49,1,0.30426346052775105,7,No
1.4583509648979503e+19,42.369371,-71.077051,42.36549809228811,-71.07758876273537,EAT,2022-08-30 07:20:55,2022-08-30 07:22:10,1,0.06484764949171,7,No
